course_id,teacher_id,classroom,class_time
Психология 816,Петр,Ауд. 210,2025-07-03 16:00:00.969889
Психология 816,Петр,Ауд. 184,2025-07-10 12:00:00.969894
Психология 816,Петр,Ауд. 492,2025-07-17 13:00:00.969900
Психология 816,Петр,Ауд. 245,2025-07-24 08:00:00.969905
Психология 816,Петр,Ауд. 234,2025-07-31 17:00:00.969910
Психология 816,Петр,Ауд. 365,2025-08-07 12:00:00.969916
Психология 816,Петр,Ауд. 447,2025-08-14 15:00:00.969921
Психология 816,Петр,Ауд. 490,2025-08-21 11:00:00.969926
Психология 816,Петр,Ауд. 309,2025-08-28 10:00:00.969932
Психология 816,Петр,Ауд. 133,2025-09-04 14:00:00.969938
Биология 271,Петр,Ауд. 156,2025-05-22 18:00:00.969943
Биология 271,Петр,Ауд. 242,2025-05-29 10:00:00.969955
Биология 271,Петр,Ауд. 408,2025-06-05 12:00:00.969961
Биология 271,Петр,Ауд. 232,2025-06-12 08:00:00.969967
Биология 271,Петр,Ауд. 414,2025-06-19 14:00:00.969973
Биология 271,Петр,Ауд. 197,2025-06-26 15:00:00.969979
Биология 271,Петр,Ауд. 150,2025-07-03 18:00:00.969985
Биология 271,Петр,Ауд. 312,2025-07-10 09:00:00.969991
Биология 271,Петр,Ауд. 254,2025-07-17 08:00:00.969996
Биология 271,Петр,Ауд. 308,2025-07-24 15:00:00.970002
Биология 271,Петр,Ауд. 388,2025-07-31 18:00:00.970007
Биология 271,Петр,Ауд. 470,2025-08-07 13:00:00.970013
Биология 271,Петр,Ауд. 447,2025-08-14 10:00:00.970019
Биология 271,Петр,Ауд. 486,2025-08-21 15:00:00.970024
Биология 271,Петр,Ауд. 384,2025-08-28 08:00:00.970030
Биология 271,Петр,Ауд. 470,2025-09-04 18:00:00.970036
Медицина 125,Арсений,Ауд. 485,2025-05-22 11:00:00.970042
Медицина 125,Арсений,Ауд. 289,2025-05-29 14:00:00.970048
Медицина 125,Арсений,Ауд. 280,2025-06-05 13:00:00.970053
Медицина 125,Арсений,Ауд. 338,2025-06-12 08:00:00.970059
Медицина 125,Арсений,Ауд. 389,2025-06-19 12:00:00.970064
Медицина 125,Арсений,Ауд. 321,2025-06-26 11:00:00.970070
Медицина 125,Арсений,Ауд. 412,2025-07-03 16:00:00.970076
Медицина 125,Арсений,Ауд. 285,2025-07-10 16:00:00.970081
Медицина 125,Арсений,Ауд. 237,2025-07-17 17:00:00.970086
Медицина 125,Арсений,Ауд. 266,2025-07-24 10:00:00.970092
Медицина 125,Арсений,Ауд. 379,2025-07-31 09:00:00.970098
Медицина 125,Арсений,Ауд. 346,2025-08-07 12:00:00.970110
Медицина 125,Арсений,Ауд. 283,2025-08-14 15:00:00.970116
Медицина 125,Арсений,Ауд. 106,2025-08-21 11:00:00.970136
Медицина 125,Арсений,Ауд. 347,2025-08-28 10:00:00.970141
Медицина 125,Арсений,Ауд. 468,2025-09-04 11:00:00.970146
Экономика 934,Арсений,Ауд. 479,2025-05-22 15:00:00.970151
Экономика 934,Арсений,Ауд. 330,2025-05-29 17:00:00.970156
Экономика 934,Арсений,Ауд. 482,2025-06-05 13:00:00.970160
Экономика 934,Арсений,Ауд. 231,2025-06-12 08:00:00.970165
Экономика 934,Арсений,Ауд. 405,2025-06-19 09:00:00.970169
Экономика 934,Арсений,Ауд. 270,2025-06-26 10:00:00.970173
Экономика 934,Арсений,Ауд. 286,2025-07-03 08:00:00.970178
Экономика 934,Арсений,Ауд. 452,2025-07-10 13:00:00.970182
Экономика 934,Арсений,Ауд. 448,2025-07-17 18:00:00.970187
Экономика 934,Арсений,Ауд. 189,2025-07-24 16:00:00.970193
Экономика 934,Арсений,Ауд. 341,2025-07-31 12:00:00.970197
Экономика 934,Арсений,Ауд. 401,2025-08-07 16:00:00.970202
Экономика 934,Арсений,Ауд. 381,2025-08-14 11:00:00.970207
Экономика 934,Арсений,Ауд. 360,2025-08-21 15:00:00.970212
Экономика 934,Арсений,Ауд. 211,2025-08-28 12:00:00.970217
Экономика 934,Арсений,Ауд. 150,2025-09-04 11:00:00.970226
Психология 633,Чеслав,Ауд. 439,2025-05-22 18:00:00.970232
Психология 633,Чеслав,Ауд. 303,2025-05-29 15:00:00.970238
Психология 633,Чеслав,Ауд. 207,2025-06-05 15:00:00.970244
Психология 633,Чеслав,Ауд. 108,2025-06-12 12:00:00.970249
Психология 633,Чеслав,Ауд. 163,2025-06-19 17:00:00.970257
Психология 633,Чеслав,Ауд. 246,2025-06-26 16:00:00.970262
Психология 633,Чеслав,Ауд. 241,2025-07-03 15:00:00.970268
Психология 633,Чеслав,Ауд. 183,2025-07-10 16:00:00.970273
Психология 633,Чеслав,Ауд. 307,2025-07-17 16:00:00.970279
Психология 633,Чеслав,Ауд. 314,2025-07-24 10:00:00.970284
Психология 633,Чеслав,Ауд. 379,2025-07-31 12:00:00.970288
Психология 633,Чеслав,Ауд. 405,2025-08-07 10:00:00.970293
Психология 633,Чеслав,Ауд. 242,2025-08-14 11:00:00.970298
Психология 633,Чеслав,Ауд. 208,2025-08-21 10:00:00.970303
Психология 633,Чеслав,Ауд. 111,2025-08-28 10:00:00.970308
Психология 633,Чеслав,Ауд. 123,2025-09-04 16:00:00.970313
История 288,Чеслав,Ауд. 133,2025-05-22 09:00:00.970318
История 288,Чеслав,Ауд. 162,2025-05-29 09:00:00.970323
История 288,Чеслав,Ауд. 189,2025-06-05 14:00:00.970329
История 288,Чеслав,Ауд. 357,2025-06-12 10:00:00.970334
История 288,Чеслав,Ауд. 156,2025-06-19 15:00:00.970339
История 288,Чеслав,Ауд. 352,2025-06-26 13:00:00.970345
История 288,Чеслав,Ауд. 446,2025-07-03 12:00:00.970350
История 288,Чеслав,Ауд. 426,2025-07-10 18:00:00.970355
История 288,Чеслав,Ауд. 120,2025-07-17 14:00:00.970360
История 288,Чеслав,Ауд. 359,2025-07-24 10:00:00.970365
История 288,Чеслав,Ауд. 122,2025-07-31 13:00:00.970370
История 288,Чеслав,Ауд. 423,2025-08-07 08:00:00.970375
История 288,Чеслав,Ауд. 476,2025-08-14 10:00:00.970381
История 288,Чеслав,Ауд. 254,2025-08-21 18:00:00.970390
История 288,Чеслав,Ауд. 363,2025-08-28 09:00:00.970395
История 288,Чеслав,Ауд. 165,2025-09-04 09:00:00.970424
Математический анализ 817,Натан,Ауд. 292,2025-05-22 14:00:00.970431
Математический анализ 817,Натан,Ауд. 147,2025-05-29 08:00:00.970437
Математический анализ 817,Натан,Ауд. 156,2025-06-05 16:00:00.970442
Математический анализ 817,Натан,Ауд. 121,2025-06-12 11:00:00.970446
Математический анализ 817,Натан,Ауд. 373,2025-06-19 18:00:00.970452
Математический анализ 817,Натан,Ауд. 192,2025-06-26 09:00:00.970458
Математический анализ 817,Натан,Ауд. 125,2025-07-03 09:00:00.970463
Математический анализ 817,Натан,Ауд. 483,2025-07-10 11:00:00.970469
Математический анализ 817,Натан,Ауд. 101,2025-07-17 09:00:00.970474
Математический анализ 817,Натан,Ауд. 256,2025-07-24 11:00:00.970480
Математический анализ 817,Натан,Ауд. 192,2025-07-31 12:00:00.970485
Математический анализ 817,Натан,Ауд. 112,2025-08-07 14:00:00.970490
Математический анализ 817,Натан,Ауд. 294,2025-08-14 10:00:00.970495
Математический анализ 817,Натан,Ауд. 492,2025-08-21 12:00:00.970500
Математический анализ 817,Натан,Ауд. 308,2025-08-28 15:00:00.970505
Математический анализ 817,Натан,Ауд. 232,2025-09-04 11:00:00.970510
Биология 591,Натан,Ауд. 232,2025-05-22 15:00:00.970517
Биология 591,Натан,Ауд. 285,2025-05-29 15:00:00.970522
Биология 591,Натан,Ауд. 199,2025-06-05 09:00:00.970527
Биология 591,Натан,Ауд. 261,2025-06-12 15:00:00.970533
Биология 591,Натан,Ауд. 408,2025-06-19 08:00:00.970539
Биология 591,Натан,Ауд. 455,2025-06-26 18:00:00.970544
Биология 591,Натан,Ауд. 265,2025-07-03 18:00:00.970550
Биология 591,Натан,Ауд. 203,2025-07-10 08:00:00.970561
Биология 591,Натан,Ауд. 414,2025-07-17 12:00:00.970567
Биология 591,Натан,Ауд. 273,2025-07-24 08:00:00.970572
Биология 591,Натан,Ауд. 336,2025-07-31 14:00:00.970578
Биология 591,Натан,Ауд. 447,2025-08-07 17:00:00.970583
Биология 591,Натан,Ауд. 436,2025-08-14 08:00:00.970588
Биология 591,Натан,Ауд. 251,2025-08-21 14:00:00.970594
Биология 591,Натан,Ауд. 123,2025-08-28 13:00:00.970600
Биология 591,Натан,Ауд. 319,2025-09-04 10:00:00.970605
Медицина 821,Потап,Ауд. 133,2025-05-22 17:00:00.970611
Медицина 821,Потап,Ауд. 283,2025-05-29 09:00:00.970617
Медицина 821,Потап,Ауд. 480,2025-06-05 15:00:00.970622
Медицина 821,Потап,Ауд. 363,2025-06-12 18:00:00.970628
Медицина 821,Потап,Ауд. 225,2025-06-19 14:00:00.970633
Медицина 821,Потап,Ауд. 193,2025-06-26 17:00:00.970638
Медицина 821,Потап,Ауд. 447,2025-07-03 18:00:00.970644
Медицина 821,Потап,Ауд. 161,2025-07-10 09:00:00.970649
Медицина 821,Потап,Ауд. 313,2025-07-17 11:00:00.970655
Медицина 821,Потап,Ауд. 434,2025-07-24 14:00:00.970661
Медицина 821,Потап,Ауд. 238,2025-07-31 15:00:00.970667
Медицина 821,Потап,Ауд. 210,2025-08-07 08:00:00.970672
Медицина 821,Потап,Ауд. 275,2025-08-14 11:00:00.970678
Медицина 821,Потап,Ауд. 424,2025-08-21 10:00:00.970684
Медицина 821,Потап,Ауд. 281,2025-08-28 14:00:00.970690
Медицина 821,Потап,Ауд. 489,2025-09-04 11:00:00.970696
Программирование 873,Потап,Ауд. 413,2025-05-22 12:00:00.970702
Программирование 873,Потап,Ауд. 115,2025-05-29 11:00:00.970720
Программирование 873,Потап,Ауд. 360,2025-06-05 14:00:00.970726
Программирование 873,Потап,Ауд. 243,2025-06-12 17:00:00.970732
Программирование 873,Потап,Ауд. 174,2025-06-19 18:00:00.970740
Программирование 873,Потап,Ауд. 228,2025-06-26 13:00:00.970746
Программирование 873,Потап,Ауд. 115,2025-07-03 14:00:00.970751
Программирование 873,Потап,Ауд. 155,2025-07-10 16:00:00.970757
Программирование 873,Потап,Ауд. 208,2025-07-17 16:00:00.970762
Программирование 873,Потап,Ауд. 374,2025-07-24 11:00:00.970767
Программирование 873,Потап,Ауд. 240,2025-07-31 11:00:00.970773
Программирование 873,Потап,Ауд. 141,2025-08-07 17:00:00.970778
Программирование 873,Потап,Ауд. 174,2025-08-14 11:00:00.970783
Программирование 873,Потап,Ауд. 113,2025-08-21 13:00:00.970788
Программирование 873,Потап,Ауд. 230,2025-08-28 18:00:00.970794
Программирование 873,Потап,Ауд. 240,2025-09-04 15:00:00.970799
Химия 227,Варлаам,Ауд. 127,2025-05-22 13:00:00.970805
Химия 227,Варлаам,Ауд. 124,2025-05-29 11:00:00.970813
Химия 227,Варлаам,Ауд. 205,2025-06-05 12:00:00.970818
Химия 227,Варлаам,Ауд. 314,2025-06-12 17:00:00.970824
Химия 227,Варлаам,Ауд. 184,2025-06-19 18:00:00.970830
Химия 227,Варлаам,Ауд. 456,2025-06-26 09:00:00.970834
Химия 227,Варлаам,Ауд. 299,2025-07-03 14:00:00.970839
Химия 227,Варлаам,Ауд. 343,2025-07-10 13:00:00.970844
Химия 227,Варлаам,Ауд. 108,2025-07-17 15:00:00.970848
Химия 227,Варлаам,Ауд. 368,2025-07-24 12:00:00.970853
Химия 227,Варлаам,Ауд. 223,2025-07-31 16:00:00.970862
Химия 227,Варлаам,Ауд. 334,2025-08-07 11:00:00.970867
Химия 227,Варлаам,Ауд. 488,2025-08-14 16:00:00.970872
Химия 227,Варлаам,Ауд. 214,2025-08-21 16:00:00.970876
Химия 227,Варлаам,Ауд. 211,2025-08-28 17:00:00.970880
Химия 227,Варлаам,Ауд. 273,2025-09-04 11:00:00.970885
Литература 636,Варлаам,Ауд. 170,2025-05-22 09:00:00.970890
Литература 636,Варлаам,Ауд. 179,2025-05-29 15:00:00.970894
Литература 636,Варлаам,Ауд. 297,2025-06-05 18:00:00.970899
Литература 636,Варлаам,Ауд. 326,2025-06-12 09:00:00.970905
Литература 636,Варлаам,Ауд. 324,2025-06-19 10:00:00.970909
Литература 636,Варлаам,Ауд. 202,2025-06-26 15:00:00.970914
Литература 636,Варлаам,Ауд. 138,2025-07-03 09:00:00.970919
Литература 636,Варлаам,Ауд. 433,2025-07-10 18:00:00.970924
Литература 636,Варлаам,Ауд. 437,2025-07-17 14:00:00.970929
Литература 636,Варлаам,Ауд. 173,2025-07-24 13:00:00.970934
Литература 636,Варлаам,Ауд. 279,2025-07-31 14:00:00.970939
Литература 636,Варлаам,Ауд. 277,2025-08-07 11:00:00.970944
Литература 636,Варлаам,Ауд. 226,2025-08-14 09:00:00.970949
Литература 636,Варлаам,Ауд. 200,2025-08-21 09:00:00.970965
Литература 636,Варлаам,Ауд. 213,2025-08-28 08:00:00.970971
Литература 636,Варлаам,Ауд. 230,2025-09-04 15:00:00.970976
Экономика 730,Мирослав,Ауд. 101,2025-05-22 17:00:00.970982
Экономика 730,Мирослав,Ауд. 113,2025-05-29 16:00:00.970987
Экономика 730,Мирослав,Ауд. 234,2025-06-05 10:00:00.970991
Экономика 730,Мирослав,Ауд. 339,2025-06-12 15:00:00.970998
Экономика 730,Мирослав,Ауд. 421,2025-06-19 15:00:00.971001
Экономика 730,Мирослав,Ауд. 259,2025-06-26 17:00:00.971005
Экономика 730,Мирослав,Ауд. 365,2025-07-03 14:00:00.971009
Экономика 730,Мирослав,Ауд. 336,2025-07-10 11:00:00.971013
Экономика 730,Мирослав,Ауд. 306,2025-07-17 15:00:00.971017
Экономика 730,Мирослав,Ауд. 477,2025-07-24 18:00:00.971020
Экономика 730,Мирослав,Ауд. 124,2025-07-31 15:00:00.971024
Экономика 730,Мирослав,Ауд. 214,2025-08-07 15:00:00.971028
Экономика 730,Мирослав,Ауд. 394,2025-08-14 12:00:00.971031
Экономика 730,Мирослав,Ауд. 483,2025-08-21 14:00:00.971035
Экономика 730,Мирослав,Ауд. 229,2025-08-28 16:00:00.971039
Экономика 730,Мирослав,Ауд. 100,2025-09-04 11:00:00.971042
Психология 667,Мирослав,Ауд. 271,2025-05-22 11:00:00.971047
Психология 667,Мирослав,Ауд. 136,2025-05-29 16:00:00.971050
Психология 667,Мирослав,Ауд. 102,2025-06-05 09:00:00.971054
Психология 667,Мирослав,Ауд. 469,2025-06-12 14:00:00.971057
Психология 667,Мирослав,Ауд. 476,2025-06-19 18:00:00.971061
Психология 667,Мирослав,Ауд. 406,2025-06-26 08:00:00.971065
Психология 667,Мирослав,Ауд. 433,2025-07-03 13:00:00.971069
Психология 667,Мирослав,Ауд. 474,2025-07-10 17:00:00.971072
Психология 667,Мирослав,Ауд. 289,2025-07-17 14:00:00.971076
Психология 667,Мирослав,Ауд. 416,2025-07-24 11:00:00.971080
Психология 667,Мирослав,Ауд. 106,2025-07-31 17:00:00.971084
Психология 667,Мирослав,Ауд. 321,2025-08-07 09:00:00.971087
Психология 667,Мирослав,Ауд. 124,2025-08-14 16:00:00.971091
Психология 667,Мирослав,Ауд. 199,2025-08-21 16:00:00.971097
Психология 667,Мирослав,Ауд. 309,2025-08-28 13:00:00.971100
Психология 667,Мирослав,Ауд. 467,2025-09-04 08:00:00.971104
Экономика 900,Вениамин,Ауд. 208,2025-05-22 18:00:00.971110
Экономика 900,Вениамин,Ауд. 266,2025-05-29 15:00:00.971115
Экономика 900,Вениамин,Ауд. 140,2025-06-05 17:00:00.971121
Экономика 900,Вениамин,Ауд. 311,2025-06-12 18:00:00.971126
Экономика 900,Вениамин,Ауд. 220,2025-06-19 11:00:00.971131
Экономика 900,Вениамин,Ауд. 206,2025-06-26 15:00:00.971136
Экономика 900,Вениамин,Ауд. 121,2025-07-03 16:00:00.971140
Экономика 900,Вениамин,Ауд. 391,2025-07-10 14:00:00.971145
Экономика 900,Вениамин,Ауд. 454,2025-07-17 18:00:00.971150
Экономика 900,Вениамин,Ауд. 313,2025-07-24 08:00:00.971159
Экономика 900,Вениамин,Ауд. 282,2025-07-31 11:00:00.971164
Экономика 900,Вениамин,Ауд. 397,2025-08-07 10:00:00.971169
Экономика 900,Вениамин,Ауд. 467,2025-08-14 13:00:00.971175
Экономика 900,Вениамин,Ауд. 358,2025-08-21 10:00:00.971180
Экономика 900,Вениамин,Ауд. 297,2025-08-28 16:00:00.971186
Экономика 900,Вениамин,Ауд. 321,2025-09-04 10:00:00.971191
Химия 837,Вениамин,Ауд. 332,2025-05-22 10:00:00.971197
Химия 837,Вениамин,Ауд. 281,2025-05-29 17:00:00.971202
Химия 837,Вениамин,Ауд. 176,2025-06-05 15:00:00.971207
Химия 837,Вениамин,Ауд. 341,2025-06-12 09:00:00.971213
Химия 837,Вениамин,Ауд. 336,2025-06-19 08:00:00.971219
Химия 837,Вениамин,Ауд. 473,2025-06-26 10:00:00.971225
Химия 837,Вениамин,Ауд. 486,2025-07-03 17:00:00.971231
Химия 837,Вениамин,Ауд. 177,2025-07-10 18:00:00.971241
Химия 837,Вениамин,Ауд. 243,2025-07-17 10:00:00.971246
Химия 837,Вениамин,Ауд. 410,2025-07-24 09:00:00.971250
Химия 837,Вениамин,Ауд. 289,2025-07-31 11:00:00.971253
Химия 837,Вениамин,Ауд. 495,2025-08-07 18:00:00.971257
Химия 837,Вениамин,Ауд. 217,2025-08-14 15:00:00.971261
Химия 837,Вениамин,Ауд. 493,2025-08-21 11:00:00.971265
Химия 837,Вениамин,Ауд. 352,2025-08-28 16:00:00.971268
Химия 837,Вениамин,Ауд. 266,2025-09-04 13:00:00.971272
Психология 735,Никифор,Ауд. 287,2025-05-22 16:00:00.971277
Психология 735,Никифор,Ауд. 493,2025-05-29 13:00:00.971281
Психология 735,Никифор,Ауд. 372,2025-06-05 12:00:00.971284
Психология 735,Никифор,Ауд. 490,2025-06-12 09:00:00.971288
Психология 735,Никифор,Ауд. 192,2025-06-19 14:00:00.971292
Психология 735,Никифор,Ауд. 442,2025-06-26 17:00:00.971295
Психология 735,Никифор,Ауд. 304,2025-07-03 16:00:00.971299
Психология 735,Никифор,Ауд. 289,2025-07-10 13:00:00.971303
Психология 735,Никифор,Ауд. 191,2025-07-17 09:00:00.971307
Психология 735,Никифор,Ауд. 466,2025-07-24 18:00:00.971310
Психология 735,Никифор,Ауд. 462,2025-07-31 10:00:00.971314
Психология 735,Никифор,Ауд. 287,2025-08-07 11:00:00.971318
Психология 735,Никифор,Ауд. 248,2025-08-14 16:00:00.971321
Психология 735,Никифор,Ауд. 316,2025-08-21 12:00:00.971325
Психология 735,Никифор,Ауд. 224,2025-08-28 10:00:00.971329
Психология 735,Никифор,Ауд. 333,2025-09-04 15:00:00.971333
Биология 194,Никифор,Ауд. 290,2025-05-22 09:00:00.971339
Биология 194,Никифор,Ауд. 175,2025-05-29 15:00:00.971343
Биология 194,Никифор,Ауд. 427,2025-06-05 14:00:00.971347
Биология 194,Никифор,Ауд. 353,2025-06-12 18:00:00.971350
Биология 194,Никифор,Ауд. 462,2025-06-19 17:00:00.971354
Биология 194,Никифор,Ауд. 126,2025-06-26 16:00:00.971358
Биология 194,Никифор,Ауд. 453,2025-07-03 17:00:00.971364
Биология 194,Никифор,Ауд. 255,2025-07-10 16:00:00.971369
Биология 194,Никифор,Ауд. 253,2025-07-17 12:00:00.971374
Биология 194,Никифор,Ауд. 217,2025-07-24 11:00:00.971378
Биология 194,Никифор,Ауд. 458,2025-07-31 11:00:00.971383
Биология 194,Никифор,Ауд. 304,2025-08-07 10:00:00.971388
Биология 194,Никифор,Ауд. 372,2025-08-14 09:00:00.971393
Биология 194,Никифор,Ауд. 164,2025-08-21 18:00:00.971398
Биология 194,Никифор,Ауд. 411,2025-08-28 17:00:00.971404
Биология 194,Никифор,Ауд. 323,2025-09-04 18:00:00.971409
Психология 726,Спартак,Ауд. 122,2025-05-22 17:00:00.971416
Психология 726,Спартак,Ауд. 322,2025-05-29 09:00:00.971421
Психология 726,Спартак,Ауд. 269,2025-06-05 18:00:00.971426
Психология 726,Спартак,Ауд. 476,2025-06-12 09:00:00.971431
Психология 726,Спартак,Ауд. 385,2025-06-19 16:00:00.971437
Психология 726,Спартак,Ауд. 163,2025-06-26 08:00:00.971443
Психология 726,Спартак,Ауд. 321,2025-07-03 10:00:00.971449
Психология 726,Спартак,Ауд. 318,2025-07-10 18:00:00.971454
Психология 726,Спартак,Ауд. 230,2025-07-17 18:00:00.971461
Психология 726,Спартак,Ауд. 177,2025-07-24 15:00:00.971472
Психология 726,Спартак,Ауд. 332,2025-07-31 17:00:00.971543
Психология 726,Спартак,Ауд. 445,2025-08-07 18:00:00.971559
Психология 726,Спартак,Ауд. 389,2025-08-14 08:00:00.971565
Психология 726,Спартак,Ауд. 469,2025-08-21 16:00:00.971574
Психология 726,Спартак,Ауд. 431,2025-08-28 12:00:00.971586
Психология 726,Спартак,Ауд. 347,2025-09-04 12:00:00.971591
Экономика 609,Спартак,Ауд. 354,2025-05-22 16:00:00.971597
Экономика 609,Спартак,Ауд. 286,2025-05-29 15:00:00.971603
Экономика 609,Спартак,Ауд. 180,2025-06-05 11:00:00.971608
Экономика 609,Спартак,Ауд. 166,2025-06-12 12:00:00.971613
Экономика 609,Спартак,Ауд. 351,2025-06-19 13:00:00.971618
Экономика 609,Спартак,Ауд. 354,2025-06-26 08:00:00.971623
Экономика 609,Спартак,Ауд. 281,2025-07-03 17:00:00.971628
Экономика 609,Спартак,Ауд. 475,2025-07-10 17:00:00.971633
Экономика 609,Спартак,Ауд. 112,2025-07-17 14:00:00.971639
Экономика 609,Спартак,Ауд. 424,2025-07-24 11:00:00.971644
Экономика 609,Спартак,Ауд. 220,2025-07-31 13:00:00.971648
Экономика 609,Спартак,Ауд. 368,2025-08-07 09:00:00.971654
Экономика 609,Спартак,Ауд. 140,2025-08-14 11:00:00.971659
Экономика 609,Спартак,Ауд. 160,2025-08-21 08:00:00.971663
Экономика 609,Спартак,Ауд. 133,2025-08-28 16:00:00.971669
Экономика 609,Спартак,Ауд. 119,2025-09-04 17:00:00.971682
Химия 250,Василиса,Ауд. 371,2025-05-22 09:00:00.971687
Химия 250,Василиса,Ауд. 331,2025-05-29 12:00:00.971691
Химия 250,Василиса,Ауд. 313,2025-06-05 12:00:00.971695
Химия 250,Василиса,Ауд. 113,2025-06-12 16:00:00.971701
Химия 250,Василиса,Ауд. 475,2025-06-19 11:00:00.971705
Химия 250,Василиса,Ауд. 228,2025-06-26 17:00:00.971709
Химия 250,Василиса,Ауд. 164,2025-07-03 11:00:00.971713
Химия 250,Василиса,Ауд. 321,2025-07-10 17:00:00.971716
Химия 250,Василиса,Ауд. 488,2025-07-17 15:00:00.971720
Химия 250,Василиса,Ауд. 286,2025-07-24 10:00:00.971723
Химия 250,Василиса,Ауд. 375,2025-07-31 13:00:00.971727
Химия 250,Василиса,Ауд. 361,2025-08-07 14:00:00.971731
Химия 250,Василиса,Ауд. 328,2025-08-14 15:00:00.971734
Химия 250,Василиса,Ауд. 397,2025-08-21 18:00:00.971738
Химия 250,Василиса,Ауд. 482,2025-08-28 17:00:00.971742
Химия 250,Василиса,Ауд. 275,2025-09-04 15:00:00.971745
Психология 618,Василиса,Ауд. 406,2025-05-22 11:00:00.971749
Психология 618,Василиса,Ауд. 267,2025-05-29 11:00:00.971753
Психология 618,Василиса,Ауд. 213,2025-06-05 08:00:00.971756
Психология 618,Василиса,Ауд. 251,2025-06-12 08:00:00.971760
Психология 618,Василиса,Ауд. 397,2025-06-19 18:00:00.971763
Психология 618,Василиса,Ауд. 444,2025-06-26 08:00:00.971767
Психология 618,Василиса,Ауд. 128,2025-07-03 10:00:00.971770
Психология 618,Василиса,Ауд. 223,2025-07-10 16:00:00.971774
Психология 618,Василиса,Ауд. 258,2025-07-17 11:00:00.971778
Психология 618,Василиса,Ауд. 174,2025-07-24 09:00:00.971781
Психология 618,Василиса,Ауд. 292,2025-07-31 08:00:00.971784
Психология 618,Василиса,Ауд. 271,2025-08-07 18:00:00.971788
Психология 618,Василиса,Ауд. 164,2025-08-14 14:00:00.971792
Психология 618,Василиса,Ауд. 170,2025-08-21 13:00:00.971809
Психология 618,Василиса,Ауд. 456,2025-08-28 09:00:00.971813
Психология 618,Василиса,Ауд. 410,2025-09-04 18:00:00.971817
Программирование 428,Глафира,Ауд. 112,2025-05-22 11:00:00.971821
Программирование 428,Глафира,Ауд. 451,2025-05-29 17:00:00.971827
Программирование 428,Глафира,Ауд. 450,2025-06-05 14:00:00.971831
Программирование 428,Глафира,Ауд. 200,2025-06-12 14:00:00.971836
Программирование 428,Глафира,Ауд. 135,2025-06-19 14:00:00.971851
Программирование 428,Глафира,Ауд. 329,2025-06-26 14:00:00.971857
Программирование 428,Глафира,Ауд. 461,2025-07-03 12:00:00.971863
Программирование 428,Глафира,Ауд. 452,2025-07-10 11:00:00.971868
Программирование 428,Глафира,Ауд. 384,2025-07-17 11:00:00.971873
Программирование 428,Глафира,Ауд. 312,2025-07-24 10:00:00.971879
Программирование 428,Глафира,Ауд. 187,2025-07-31 10:00:00.971884
Программирование 428,Глафира,Ауд. 424,2025-08-07 16:00:00.971890
Программирование 428,Глафира,Ауд. 471,2025-08-14 13:00:00.971895
Программирование 428,Глафира,Ауд. 254,2025-08-21 10:00:00.971901
Программирование 428,Глафира,Ауд. 412,2025-08-28 12:00:00.971907
Программирование 428,Глафира,Ауд. 448,2025-09-04 17:00:00.971912
Медицина 840,Глафира,Ауд. 319,2025-05-22 11:00:00.971919
Медицина 840,Глафира,Ауд. 253,2025-05-29 10:00:00.971925
Медицина 840,Глафира,Ауд. 341,2025-06-05 17:00:00.971930
Медицина 840,Глафира,Ауд. 304,2025-06-12 11:00:00.971935
Медицина 840,Глафира,Ауд. 387,2025-06-19 09:00:00.971940
Медицина 840,Глафира,Ауд. 477,2025-06-26 16:00:00.971946
Медицина 840,Глафира,Ауд. 173,2025-07-03 14:00:00.971958
Медицина 840,Глафира,Ауд. 371,2025-07-10 16:00:00.971964
Медицина 840,Глафира,Ауд. 286,2025-07-17 17:00:00.971970
Медицина 840,Глафира,Ауд. 375,2025-07-24 13:00:00.971976
Медицина 840,Глафира,Ауд. 138,2025-07-31 13:00:00.971982
Медицина 840,Глафира,Ауд. 316,2025-08-07 13:00:00.971988
Медицина 840,Глафира,Ауд. 242,2025-08-14 09:00:00.971993
Медицина 840,Глафира,Ауд. 107,2025-08-21 17:00:00.971999
Медицина 840,Глафира,Ауд. 137,2025-08-28 16:00:00.972004
Медицина 840,Глафира,Ауд. 449,2025-09-04 18:00:00.972009
Медицина 831,Корнил,Ауд. 469,2025-05-22 18:00:00.972015
Медицина 831,Корнил,Ауд. 152,2025-05-29 17:00:00.972021
Медицина 831,Корнил,Ауд. 145,2025-06-05 14:00:00.972025
Медицина 831,Корнил,Ауд. 127,2025-06-12 18:00:00.972029
Медицина 831,Корнил,Ауд. 315,2025-06-19 15:00:00.972032
Медицина 831,Корнил,Ауд. 226,2025-06-26 09:00:00.972036
Медицина 831,Корнил,Ауд. 257,2025-07-03 11:00:00.972041
Медицина 831,Корнил,Ауд. 195,2025-07-10 14:00:00.972044
Медицина 831,Корнил,Ауд. 308,2025-07-17 14:00:00.972048
Медицина 831,Корнил,Ауд. 134,2025-07-24 18:00:00.972052
Медицина 831,Корнил,Ауд. 272,2025-07-31 11:00:00.972055
Медицина 831,Корнил,Ауд. 166,2025-08-07 13:00:00.972059
Медицина 831,Корнил,Ауд. 111,2025-08-14 10:00:00.972062
Медицина 831,Корнил,Ауд. 471,2025-08-21 18:00:00.972066
Медицина 831,Корнил,Ауд. 239,2025-08-28 12:00:00.972070
